ObjectID;Numéro du bureau de vote;Libellé du bureau de vote;Adresse;Code Postal;Identifiant du bureau de vote;geo_shape;geo_point_2d
423;28;ECOLE MATERNELLE;23 RUE BOULARD;75014;14-28;"{""type"": ""Point"", ""coordinates"": [2.328935232649668, 48.83373670875568]}";48.8337367088, 2.32893523265
434;39;ECOLE MATERNELLE;3 bis RUE D ALESIA;75014;14-39;"{""type"": ""Point"", ""coordinates"": [2.339883419727535, 48.82662419364208]}";48.8266241936, 2.33988341973
437;42;ECOLE MATERNELLE;34 RUE SARRETTE;75014;14-42;"{""type"": ""Point"", ""coordinates"": [2.328399468978917, 48.82600796260897]}";48.8260079626, 2.32839946898
449;54;ECOLE ELEMENTAIRE;5 SQUARE ALAIN FOURNIER;75014;14-54;"{""type"": ""Point"", ""coordinates"": [2.307286936185581, 48.82814157438208]}";48.8281415744, 2.30728693619
454;2;MAIRIE D ARRONDISSEMENT;31 RUE PECLET;75015;15-2;"{""type"": ""Point"", ""coordinates"": [2.299884387584236, 48.84151574940015]}";48.8415157494, 2.29988438758
455;3;LYCEE CAMILLE SEE;11 RUE LEON LHERMITTE;75015;15-3;"{""type"": ""Point"", ""coordinates"": [2.296984030717407, 48.84299080040883]}";48.8429908004, 2.29698403072
457;5;LYCEE CAMILLE SEE;11 RUE LEON LHERMITTE;75015;15-5;"{""type"": ""Point"", ""coordinates"": [2.296984030717407, 48.84299080040883]}";48.8429908004, 2.29698403072
469;17;ECOLE MATERNELLE;3 PLACE DU CARDINAL AMETTE;75015;15-17;"{""type"": ""Point"", ""coordinates"": [2.297107581517179, 48.85093752713476]}";48.8509375271, 2.29710758152
474;22;ECOLE ELEMENTAIRE;5 PLACE DU CARDINAL AMETTE;75015;15-22;"{""type"": ""Point"", ""coordinates"": [2.297144684094639, 48.85077532046619]}";48.8507753205, 2.29714468409
476;24;ECOLE ELEMENTAIRE;33 bis RUE MIOLLIS;75015;15-24;"{""type"": ""Point"", ""coordinates"": [2.302347271007296, 48.84538458978615]}";48.8453845898, 2.30234727101
480;28;ECOLE ELEMENTAIRE;35 RUE DE L AMIRAL ROUSSIN;75015;15-28;"{""type"": ""Point"", ""coordinates"": [2.2996263350616513, 48.844233152319575]}";48.8442331523, 2.29962633506
485;33;LYCEE BUFFON;166 RUE DE VAUGIRARD;75015;15-33;"{""type"": ""Point"", ""coordinates"": [2.311626222805912, 48.84271707721538]}";48.8427170772, 2.31162622281
489;37;ECOLE ELEMENTAIRE;11 RUE VIGEE LEBRUN;75015;15-37;"{""type"": ""Point"", ""coordinates"": [2.310576963311731, 48.839038412166985]}";48.8390384122, 2.31057696331
498;46;ECOLE ELEMENTAIRE;15 RUE DE CHERBOURG;75015;15-46;"{""type"": ""Point"", ""coordinates"": [2.304099547320272, 48.831062532533714]}";48.8310625325, 2.30409954732
502;50;ECOLE MATERNELLE;40 RUE DES MORILLONS;75015;15-50;"{""type"": ""Point"", ""coordinates"": [2.301554988584833, 48.83240264592155]}";48.8324026459, 2.30155498858
519;67;GROUPE D'ENSEIGNEMENT TECHNIQUE DU BATIMENT;15 RUE SAINT LAMBERT;75015;15-67;"{""type"": ""Point"", ""coordinates"": [2.291317478437662, 48.837972588752436]}";48.8379725888, 2.29131747844
3;3;ECOLE MATERNELLE;6 RUE SAINT GERMAIN L AUXERROIS;75001;1-3;"{""type"": ""Point"", ""coordinates"": [2.3453867157801, 48.858217947958366]}";48.858217948, 2.34538671578
16;6;ECOLE ELEMENTAIRE;3 RUE DE LA JUSSIENNE;75002;2-6;"{""type"": ""Point"", ""coordinates"": [2.344091053805907, 48.86530004279637]}";48.8653000428, 2.34409105381
34;14;LYCEE TURGOT;69 RUE DE TURBIGO;75003;3-14;"{""type"": ""Point"", ""coordinates"": [2.358843353671277, 48.86619251150741]}";48.8661925115, 2.35884335367
35;15;BOURSE DU TRAVAIL;67 RUE DE TURBIGO;75003;3-15;"{""type"": ""Point"", ""coordinates"": [2.358068281508986, 48.86605268203789]}";48.866052682, 2.35806828151
37;2;ECOLE ELEMENTAIRE;9 RUE DE MOUSSY;75004;4-2;"{""type"": ""Point"", ""coordinates"": [2.355614521555645, 48.85773889604944]}";48.857738896, 2.35561452156
38;3;ECOLE ELEMENTAIRE;10 RUE DES HOSPITALIERES SAINT GERVAIS;75004;4-3;"{""type"": ""Point"", ""coordinates"": [2.359141784589973, 48.8579147926027]}";48.8579147926, 2.35914178459
39;4;ECOLE MATERNELLE;4 RUE DU FAUCONNIER;75004;4-4;"{""type"": ""Point"", ""coordinates"": [2.359654064441501, 48.85364219954269]}";48.8536421995, 2.35965406444
46;11;COLLEGE FRANCOIS COUPERIN;2 ALLEE DES JUSTES DE FRANCE;75004;4-11;"{""type"": ""Point"", ""coordinates"": [2.3562783875392572, 48.855059687213114]}";48.8550596872, 2.35627838754
47;12;ECOLE MATERNELLE;40 RUE DES ARCHIVES;75004;4-12;"{""type"": ""Point"", ""coordinates"": [2.355977125317962, 48.858985853426326]}";48.8589858534, 2.35597712532
54;5;ECOLE ELEMENTAIRE;2 bis RUE PIERRE BROSSOLETTE;75005;5-5;"{""type"": ""Point"", ""coordinates"": [2.3471772475302233, 48.84207349059657]}";48.8420734906, 2.34717724753
65;16;GYMNASE DES PATRIARCHES;5 PLACE BERNARD HALPERN;75005;5-16;"{""type"": ""Point"", ""coordinates"": [2.350808454000061, 48.84058970443601]}";48.8405897044, 2.350808454
73;24;ECOLE ELEMENTAIRE;19 RUE DES BOULANGERS;75005;5-24;"{""type"": ""Point"", ""coordinates"": [2.352994146939878, 48.84585882006954]}";48.8458588201, 2.35299414694
75;1;MAIRIE D'ARRONDISSEMENT;78 RUE BONAPARTE;75006;6-1;"{""type"": ""Point"", ""coordinates"": [2.332611370078193, 48.85053653589072]}";48.8505365359, 2.33261137008
81;7;LYCEE MAXIMILIEN VOX;5 RUE MADAME;75006;6-7;"{""type"": ""Point"", ""coordinates"": [2.332055357373747, 48.851922931401994]}";48.8519229314, 2.33205535737
99;3;INSTITUTION NATIONALE DES INVALIDES;6 BOULEVARD DES INVALIDES;75007;7-3;"{""type"": ""Point"", ""coordinates"": [2.314538946146241, 48.85467953116575]}";48.8546795312, 2.31453894615
107;11;ECOLE MATERNELLE;14 RUE EBLE;75007;7-11;"{""type"": ""Point"", ""coordinates"": [2.312922311842831, 48.84899535016388]}";48.8489953502, 2.31292231184
109;13;ECOLE ELEMENTAIRE;14 RUE EBLE;75007;7-13;"{""type"": ""Point"", ""coordinates"": [2.312922311842831, 48.84899535016388]}";48.8489953502, 2.31292231184
110;14;ECOLE ELEMENTAIRE;14 RUE EBLE;75007;7-14;"{""type"": ""Point"", ""coordinates"": [2.312922311842831, 48.84899535016388]}";48.8489953502, 2.31292231184
117;21;ECOLE MATERNELLE;117 bis RUE SAINT DOMINIQUE;75007;7-21;"{""type"": ""Point"", ""coordinates"": [2.304324502821562, 48.85894936876991]}";48.8589493688, 2.30432450282
123;2;FOYER;11 RUE MALEVILLE;75008;8-2;"{""type"": ""Point"", ""coordinates"": [2.3139441421306373, 48.87727962319178]}";48.8772796232, 2.31394414213
125;4;ANNEXE DU LYCEE RACINE;38 RUE DE NAPLES;75008;8-4;"{""type"": ""Point"", ""coordinates"": [2.31640669540361, 48.879313351570524]}";48.8793133516, 2.3164066954
126;5;COLLEGE OCTAVE GREARD;28 RUE DU GENERAL FOY;75008;8-5;"{""type"": ""Point"", ""coordinates"": [2.317693541057696, 48.878814834062425]}";48.8788148341, 2.31769354106
133;12;GYMNASE;18 RUE ROQUEPINE;75008;8-12;"{""type"": ""Point"", ""coordinates"": [2.3182786568721783, 48.8733292072393]}";48.8733292072, 2.31827865687
134;13;ECOLE ELEMENTAIRE;10 RUE PAUL BAUDRY;75008;8-13;"{""type"": ""Point"", ""coordinates"": [2.307404170973702, 48.87234526111334]}";48.8723452611, 2.30740417097
137;16;MAISON DES ASSOCIATIONS;28 RUE LAURE DIEBOLD;75008;8-16;"{""type"": ""Point"", ""coordinates"": [2.304784825574433, 48.87602928391506]}";48.8760292839, 2.30478482557
140;1;MAIRIE D'ARRONDISSEMENT;6 RUE DROUOT;75009;9-1;"{""type"": ""Point"", ""coordinates"": [2.340480602036985, 48.872591611353904]}";48.8725916114, 2.34048060204
145;6;ECOLE ELEMENTAIRE;16 RUE DE LA VICTOIRE;75009;9-6;"{""type"": ""Point"", ""coordinates"": [2.33918989758606, 48.875147544318125]}";48.8751475443, 2.33918989759
147;8;ECOLE ELEMENTAIRE;9 RUE BLANCHE;75009;9-8;"{""type"": ""Point"", ""coordinates"": [2.331786448747287, 48.87796815438927]}";48.8779681544, 2.33178644875
152;13;ECOLE MATERNELLE;12 RUE CHAPTAL;75009;9-13;"{""type"": ""Point"", ""coordinates"": [2.333632148053427, 48.880824655934525]}";48.8808246559, 2.33363214805
157;18;GYMNASE PAUL GAUGUIN;35 RUE MILTON;75009;9-18;"{""type"": ""Point"", ""coordinates"": [2.342345235504527, 48.87923075318607]}";48.8792307532, 2.3423452355
160;21;ECOLE MATERNELLE;22 RUE DE ROCHECHOUART;75009;9-21;"{""type"": ""Point"", ""coordinates"": [2.344952515272825, 48.877763808614084]}";48.8777638086, 2.34495251527
163;24;LYCEE JACQUES DECOUR;12 AVENUE TRUDAINE;75009;9-24;"{""type"": ""Point"", ""coordinates"": [2.343423695492619, 48.88148628151363]}";48.8814862815, 2.34342369549
171;5;ECOLE ELEMENTAIRE;17 RUE DE MARSEILLE;75010;10-5;"{""type"": ""Point"", ""coordinates"": [2.36382465940898, 48.87175161694108]}";48.8717516169, 2.36382465941
172;6;COLLEGE LOUISE MICHEL;11 RUE JEAN POULMARCH;75010;10-6;"{""type"": ""Point"", ""coordinates"": [2.363608251047783, 48.872309054137986]}";48.8723090541, 2.36360825105
173;7;COLLEGE LOUISE MICHEL;11 RUE JEAN POULMARCH;75010;10-7;"{""type"": ""Point"", ""coordinates"": [2.363608251047783, 48.872309054137986]}";48.8723090541, 2.36360825105
175;9;CENTRE JEAN VERDIER;11 RUE DE LANCRY;75010;10-9;"{""type"": ""Point"", ""coordinates"": [2.360229794759654, 48.8694066581115]}";48.8694066581, 2.36022979476
177;11;ECOLE ELEMENTAIRE;155 AVENUE PARMENTIER;75010;10-11;"{""type"": ""Point"", ""coordinates"": [2.369713868786404, 48.87154680401602]}";48.871546804, 2.36971386879
183;17;ECOLE MATERNELLE;5 RUE BOY ZELENSKI;75010;10-17;"{""type"": ""Point"", ""coordinates"": [2.367886625264868, 48.87683464086776]}";48.8768346409, 2.36788662526
193;27;GYMNASE CHATEAU LANDON;46 RUE DU CHATEAU LANDON;75010;10-27;"{""type"": ""Point"", ""coordinates"": [2.363919609601941, 48.88306231531676]}";48.8830623153, 2.3639196096
199;33;ECOLE MATERNELLE;20 bis RUE DE PARADIS;75010;10-33;"{""type"": ""Point"", ""coordinates"": [2.353449973681936, 48.87489399086003]}";48.8748939909, 2.35344997368
205;39;ECOLE ELEMENTAIRE;6 RUE DE METZ;75010;10-39;"{""type"": ""Point"", ""coordinates"": [2.354164057181911, 48.87088195180038]}";48.8708819518, 2.35416405718
206;1;MAIRIE D'ARRONDISSEMENT;12 PLACE LEON BLUM;75011;11-1;"{""type"": ""Point"", ""coordinates"": [2.379739506975992, 48.85831704728654]}";48.8583170473, 2.37973950698
208;3;ECOLE MATERNELLE;144 RUE DE LA ROQUETTE;75011;11-3;"{""type"": ""Point"", ""coordinates"": [2.382302667520617, 48.8580748098284]}";48.8580748098, 2.38230266752
212;7;COLLEGE ANNE FRANCK;38 RUE TROUSSEAU;75011;11-7;"{""type"": ""Point"", ""coordinates"": [2.379036762129259, 48.851925149426705]}";48.8519251494, 2.37903676213
213;8;COLLEGE ANNE FRANCK;38 RUE TROUSSEAU;75011;11-8;"{""type"": ""Point"", ""coordinates"": [2.379036762129259, 48.851925149426705]}";48.8519251494, 2.37903676213
215;10;ECOLE ELEMENTAIRE;10 RUE KELLER;75011;11-10;"{""type"": ""Point"", ""coordinates"": [2.376473560592383, 48.85411494370334]}";48.8541149437, 2.37647356059
216;11;ECOLE ELEMENTAIRE;10 RUE KELLER;75011;11-11;"{""type"": ""Point"", ""coordinates"": [2.376473560592383, 48.85411494370334]}";48.8541149437, 2.37647356059
218;13;ECOLE MATERNELLE;9 RUE POPINCOURT;75011;11-13;"{""type"": ""Point"", ""coordinates"": [2.377318737969334, 48.857379064370576]}";48.8573790644, 2.37731873797
225;20;COLLEGE BEAUMARCHAIS;124 RUE AMELOT;75011;11-20;"{""type"": ""Point"", ""coordinates"": [2.366905957280338, 48.86423155190503]}";48.8642315519, 2.36690595728
229;24;ECOLE ELEMENTAIRE;1 RUE PIHET;75011;11-24;"{""type"": ""Point"", ""coordinates"": [2.373881982713791, 48.86345480387829]}";48.8634548039, 2.37388198271
237;32;ECOLE ELEMENTAIRE;77 BOULEVARD DE BELLEVILLE;75011;11-32;"{""type"": ""Point"", ""coordinates"": [2.377434559130331, 48.87127462687108]}";48.8712746269, 2.37743455913
255;50;ECOLE ELEMENTAIRE;16 RUE TITON;75011;11-50;"{""type"": ""Point"", ""coordinates"": [2.386507361001294, 48.851641287386755]}";48.8516412874, 2.386507361
264;4;ECOLE MATERNELLE;28 RUE DE LA BRECHE AUX LOUPS;75012;12-4;"{""type"": ""Point"", ""coordinates"": [2.394535776510291, 48.837787855724116]}";48.8377878557, 2.39453577651
265;5;ECOLE MATERNELLE;56 RUE DE PICPUS;75012;12-5;"{""type"": ""Point"", ""coordinates"": [2.396622588122308, 48.843591411940835]}";48.8435914119, 2.39662258812
271;11;ECOLE ELEMENTAIRE A;57 RUE DE REUILLY;75012;12-11;"{""type"": ""Point"", ""coordinates"": [2.388583675795725, 48.84576439179544]}";48.8457643918, 2.3885836758
275;15;ECOLE MATERNELLE;59 RUE DE REUILLY;75012;12-15;"{""type"": ""Point"", ""coordinates"": [2.388686477191134, 48.84567812022163]}";48.8456781202, 2.38868647719
281;21;ECOLE ELEMENTAIRE;16 RUE DE LA BRECHE AUX LOUPS;75012;12-21;"{""type"": ""Point"", ""coordinates"": [2.393715340565479, 48.837085560684336]}";48.8370855607, 2.39371534057
283;23;ECOLE ELEMENTAIRE;16 RUE DE LA BRECHE AUX LOUPS;75012;12-23;"{""type"": ""Point"", ""coordinates"": [2.393715340565479, 48.837085560684336]}";48.8370855607, 2.39371534057
289;29;ECOLE ELEMENTAIRE;315 RUE DE CHARENTON;75012;12-29;"{""type"": ""Point"", ""coordinates"": [2.395160330578747, 48.833631438247615]}";48.8336314382, 2.39516033058
293;33;ECOLE ELEMENTAIRE;19 RUE MARSOULAN;75012;12-33;"{""type"": ""Point"", ""coordinates"": [2.403156688935975, 48.84639431353634]}";48.8463943135, 2.40315668894
295;35;COLLEGE GEORGES COURTELINE;44 AVENUE DU DOCTEUR ARNOLD NETTER;75012;12-35;"{""type"": ""Point"", ""coordinates"": [2.405655711979986, 48.843803479528816]}";48.8438034795, 2.40565571198
297;37;ECOLE ELEMENTAIRE A;10 AVENUE LAMORICIERE;75012;12-37;"{""type"": ""Point"", ""coordinates"": [2.412337920609003, 48.84486769219551]}";48.8448676922, 2.41233792061
299;39;ECOLE ELEMENTAIRE A;83 AVENUE DU GENERAL MICHEL BIZOT;75012;12-39;"{""type"": ""Point"", ""coordinates"": [2.403531424353221, 48.83725384356048]}";48.8372538436, 2.40353142435
301;41;ECOLE ELEMENTAIRE B;253 ter AVENUE DAUMESNIL;75012;12-41;"{""type"": ""Point"", ""coordinates"": [2.403118295769341, 48.837044659627985]}";48.8370446596, 2.40311829577
302;42;ECOLE MATERNELLE;253 bis AVENUE DAUMESNIL;75012;12-42;"{""type"": ""Point"", ""coordinates"": [2.402569818006888, 48.83724651739913]}";48.8372465174, 2.40256981801
307;47;ECOLE ELEMENTAIRE;6 RUE DE POMMARD;75012;12-47;"{""type"": ""Point"", ""coordinates"": [2.384737478941724, 48.835960552970334]}";48.835960553, 2.38473747894
313;53;ECOLE MATERNELLE;41 RUE TRAVERSIERE;75012;12-53;"{""type"": ""Point"", ""coordinates"": [2.373243965736239, 48.84763096092201]}";48.8476309609, 2.37324396574
317;57;ECOLE ELEMENTAIRE;40 BOULEVARD DIDEROT;75012;12-57;"{""type"": ""Point"", ""coordinates"": [2.377315064933681, 48.84611205239398]}";48.8461120524, 2.37731506493
321;61;ECOLE ELEMENTAIRE;4 RUE DE POMMARD;75012;12-61;"{""type"": ""Point"", ""coordinates"": [2.385128844786328, 48.835649316625265]}";48.8356493166, 2.38512884479
324;64;ECOLE ELEMENTAIRE;83 AVENUE DU GENERAL MICHEL BIZOT;75012;12-64;"{""type"": ""Point"", ""coordinates"": [2.403531424353221, 48.83725384356048]}";48.8372538436, 2.40353142435
325;1;MAIRIE D'ARRONDISSEMENT;1 PLACE D ITALIE;75013;13-1;"{""type"": ""Point"", ""coordinates"": [2.355448760556399, 48.832129384692934]}";48.8321293847, 2.35544876056
331;7;ECOLE ELEMENTAIRE B;46 RUE JENNER;75013;13-7;"{""type"": ""Point"", ""coordinates"": [2.3608757454844422, 48.83603939111152]}";48.8360393911, 2.36087574548
334;10;ECOLE ELEMENTAIRE;173 RUE DU CHATEAU DES RENTIERS;75013;13-10;"{""type"": ""Point"", ""coordinates"": [2.361806287554277, 48.83038656330462]}";48.8303865633, 2.36180628755
345;21;ECOLE ELEMENTAIRE;51 AVENUE DE LA PORTE D IVRY;75013;13-21;"{""type"": ""Point"", ""coordinates"": [2.369608445970193, 48.821127538418104]}";48.8211275384, 2.36960844597
346;22;ECOLE ELEMENTAIRE;9 RUE FRANC NOHAIN;75013;13-22;"{""type"": ""Point"", ""coordinates"": [2.375182208009355, 48.82140114444607]}";48.8214011444, 2.37518220801
349;25;LYCEE PROFESSIONNEL GALILEE;28 RUE DE PATAY;75013;13-25;"{""type"": ""Point"", ""coordinates"": [2.375167403615806, 48.82531537552594]}";48.8253153755, 2.37516740362
354;30;ECOLE MATERNELLE;63 RUE DUNOIS;75013;13-30;"{""type"": ""Point"", ""coordinates"": [2.366776562774599, 48.8326190557647]}";48.8326190558, 2.36677656277
365;41;ECOLE ELEMENTAIRE;5 RUE DAMESME;75013;13-41;"{""type"": ""Point"", ""coordinates"": [2.355436271804069, 48.82509770120317]}";48.8250977012, 2.3554362718
374;50;ECOLE ELEMENTAIRE B;7 RUE DE LA PROVIDENCE;75013;13-50;"{""type"": ""Point"", ""coordinates"": [2.348687120629727, 48.825430471184056]}";48.8254304712, 2.34868712063
375;51;COLLEGE GEORGES BRAQUE;5 RUE HENRI BECQUE;75013;13-51;"{""type"": ""Point"", ""coordinates"": [2.342142749918693, 48.825180795179214]}";48.8251807952, 2.34214274992
392;68;ECOLE ELEMENTAIRE;40 RUE DU CHATEAU DES RENTIERS;75013;13-68;"{""type"": ""Point"", ""coordinates"": [2.369983163744939, 48.82495743974752]}";48.8249574397, 2.36998316374
404;9;COLLEGE ALPHONSE DAUDET;93 RUE D ALESIA;75014;14-9;"{""type"": ""Point"", ""coordinates"": [2.325909408842611, 48.82801241661346]}";48.8280124166, 2.32590940884
405;10;ECOLE MATERNELLE;22 RUE ANTOINE CHANTIN;75014;14-10;"{""type"": ""Point"", ""coordinates"": [2.322533612339376, 48.827282464297255]}";48.8272824643, 2.32253361234
412;17;ECOLE ELEMENTAIRE;5 RUE ASSELINE;75014;14-17;"{""type"": ""Point"", ""coordinates"": [2.322846470930541, 48.835224830826824]}";48.8352248308, 2.32284647093
415;20;COLLEGE GIACOMETTI;7 RUE DU CANGE;75014;14-20;"{""type"": ""Point"", ""coordinates"": [2.3149715672178752, 48.83426455389874]}";48.8342645539, 2.31497156722
428;33;ECOLE MATERNELLE;24 RUE DELAMBRE;75014;14-33;"{""type"": ""Point"", ""coordinates"": [2.32680886331009, 48.84159830244622]}";48.8415983024, 2.32680886331
433;38;ECOLE ELEMENTAIRE;14 RUE D ALESIA;75014;14-38;"{""type"": ""Point"", ""coordinates"": [2.333423289558942, 48.827784261349855]}";48.8277842613, 2.33342328956
435;40;ECOLE POLYVALENTE;13 AVENUE DE LA SIBELLE;75014;14-40;"{""type"": ""Point"", ""coordinates"": [2.33846579437255, 48.82597652546889]}";48.8259765255, 2.33846579437
436;41;ECOLE POLYVALENTE;13 AVENUE DE LA SIBELLE;75014;14-41;"{""type"": ""Point"", ""coordinates"": [2.33846579437255, 48.82597652546889]}";48.8259765255, 2.33846579437
440;45;STADE ELISABETH;7 AVENUE PAUL APPELL;75014;14-45;"{""type"": ""Point"", ""coordinates"": [2.328650571739261, 48.82115740632758]}";48.8211574063, 2.32865057174
441;46;ECOLE MATERNELLE;48 RUE HIPPOLYTE MAINDRON;75014;14-46;"{""type"": ""Point"", ""coordinates"": [2.32055918755773, 48.830404583219156]}";48.8304045832, 2.32055918756
443;48;ECOLE MATERNELLE;35 RUE DE L ABBE CARTON;75014;14-48;"{""type"": ""Point"", ""coordinates"": [2.316612223802127, 48.829623453680654]}";48.8296234537, 2.3166122238
452;57;LYCEE FRANCOIS VILLON;16 AVENUE MARC SANGNIER;75014;14-57;"{""type"": ""Point"", ""coordinates"": [2.306352742574567, 48.82605310707456]}";48.8260531071, 2.30635274257
462;10;LYCEE D'ENSEIGNEMENT PROFESSIONNEL;62 RUE SAINT CHARLES;75015;15-10;"{""type"": ""Point"", ""coordinates"": [2.286857796984684, 48.84829225670924]}";48.8482922567, 2.28685779698
464;12;ECOLE ELEMENTAIRE;12 RUE FONDARY;75015;15-12;"{""type"": ""Point"", ""coordinates"": [2.292248171803469, 48.848405612953336]}";48.848405613, 2.2922481718
473;21;ECOLE ELEMENTAIRE;5 PLACE DU CARDINAL AMETTE;75015;15-21;"{""type"": ""Point"", ""coordinates"": [2.297144684094639, 48.85077532046619]}";48.8507753205, 2.29714468409
475;23;ECOLE ELEMENTAIRE;33 bis RUE MIOLLIS;75015;15-23;"{""type"": ""Point"", ""coordinates"": [2.302347271007296, 48.84538458978615]}";48.8453845898, 2.30234727101
481;29;COLLEGE GEORGES DUHAMEL;13 RUE DES VOLONTAIRES;75015;15-29;"{""type"": ""Point"", ""coordinates"": [2.307233830678859, 48.84264715788386]}";48.8426471579, 2.30723383068
483;31;LYCEE BUFFON;166 RUE DE VAUGIRARD;75015;15-31;"{""type"": ""Point"", ""coordinates"": [2.311626222805912, 48.84271707721538]}";48.8427170772, 2.31162622281
484;32;LYCEE BUFFON;166 RUE DE VAUGIRARD;75015;15-32;"{""type"": ""Point"", ""coordinates"": [2.311626222805912, 48.84271707721538]}";48.8427170772, 2.31162622281
1;1;MAIRIE D'ARRONDISSEMENT;4 PLACE DU LOUVRE;75001;1-1;"{""type"": ""Point"", ""coordinates"": [2.341064476164004, 48.860083526572126]}";48.8600835266, 2.34106447616
4;4;MEDIATHEQUE DE LA CANOPEE LA FONTAINE;10 PASSAGE DE LA CANOPEE;75001;1-4;"{""type"": ""Point"", ""coordinates"": [2.347892189345754, 48.86179963204291]}";48.861799632, 2.34789218935
5;5;CONSERVATOIRE W.A. MOZART;7 PASSAGE DE LA CANOPEE;75001;1-5;"{""type"": ""Point"", ""coordinates"": [2.3471281122049072, 48.861639947364296]}";48.8616399474, 2.3471281122
10;10;ECOLE ELEMENTAIRE;28 RUE CAMBON;75001;1-10;"{""type"": ""Point"", ""coordinates"": [2.326856184833111, 48.86811242610303]}";48.8681124261, 2.32685618483
11;1;MAIRIE D'ARRONDISSEMENT;8 RUE DE LA BANQUE;75002;2-1;"{""type"": ""Point"", ""coordinates"": [2.340450799777512, 48.86683453653954]}";48.8668345365, 2.34045079978
15;5;GYMNASE JEAN DAME;17 RUE LEOPOLD BELLAN;75002;2-5;"{""type"": ""Point"", ""coordinates"": [2.345506505207472, 48.86656835749192]}";48.8665683575, 2.34550650521
20;10;ECOLE MATERNELLE;12 RUE DUSSOUBS;75002;2-10;"{""type"": ""Point"", ""coordinates"": [2.348684845133716, 48.86514430823462]}";48.8651443082, 2.34868484513
22;2;MAIRIE D'ARRONDISSEMENT;2 RUE EUGENE SPULLER;75003;3-2;"{""type"": ""Point"", ""coordinates"": [2.361531961565591, 48.863992026300004]}";48.8639920263, 2.36153196157
27;7;ECOLE ELEMENTAIRE;54 RUE DE TURENNE;75003;3-7;"{""type"": ""Point"", ""coordinates"": [2.364618636404979, 48.85856654531536]}";48.8585665453, 2.3646186364
30;10;ECOLE MATERNELLE;25 RUE CHAPON;75003;3-10;"{""type"": ""Point"", ""coordinates"": [2.355172112698722, 48.863620134722936]}";48.8636201347, 2.3551721127
32;12;ECOLE ELEMENTAIRE;8 RUE DES VERTUS;75003;3-12;"{""type"": ""Point"", ""coordinates"": [2.357872711976267, 48.86416445902812]}";48.864164459, 2.35787271198
45;10;ECOLE ELEMENTAIRE;21 RUE SAINT LOUIS EN L ILE;75004;4-10;"{""type"": ""Point"", ""coordinates"": [2.357240555581058, 48.85153572492381]}";48.8515357249, 2.35724055558
59;10;LYCEE LAVOISIER;10 RUE PIERRE NICOLE;75005;5-10;"{""type"": ""Point"", ""coordinates"": [2.34055769615405, 48.84231460128274]}";48.8423146013, 2.34055769615
63;14;GYMNASE DES PATRIARCHES;5 PLACE BERNARD HALPERN;75005;5-14;"{""type"": ""Point"", ""coordinates"": [2.350808454000061, 48.84058970443601]}";48.8405897044, 2.350808454
66;17;COLLEGE RAYMOND QUENEAU;66 BOULEVARD SAINT MARCEL;75005;5-17;"{""type"": ""Point"", ""coordinates"": [2.354673922452257, 48.83789636331589]}";48.8378963633, 2.35467392245
67;18;COLLEGE RAYMOND QUENEAU;66 BOULEVARD SAINT MARCEL;75005;5-18;"{""type"": ""Point"", ""coordinates"": [2.354673922452257, 48.83789636331589]}";48.8378963633, 2.35467392245
72;23;INSTITUT DE LINGUISTIQUE ET PHONETIQUE GENERALES APPLIQUEES;19 RUE DES BERNARDINS;75005;5-23;"{""type"": ""Point"", ""coordinates"": [2.350664520565717, 48.84995656291402]}";48.8499565629, 2.35066452057
79;5;ECOLE ELEMENTAIRE;7 RUE DU JARDINET;75006;6-5;"{""type"": ""Point"", ""coordinates"": [2.340008392809821, 48.85266457799153]}";48.852664578, 2.34000839281
82;8;COLLEGE JACQUES PREVERT;18 RUE SAINT BENOIT;75006;6-8;"{""type"": ""Point"", ""coordinates"": [2.332845545464418, 48.854733878225744]}";48.8547338782, 2.33284554546
91;17;ECOLE ELEMENTAIRE;6 RUE LITTRE;75006;6-17;"{""type"": ""Point"", ""coordinates"": [2.323773107971395, 48.84564321342216]}";48.8456432134, 2.32377310797
93;19;INSTITUT SAINTE GENEVIEVE;64 RUE D ASSAS;75006;6-19;"{""type"": ""Point"", ""coordinates"": [2.331094775171651, 48.8457062738466]}";48.8457062738, 2.33109477517
118;22;ECOLE MATERNELLE;28 AVENUE RAPP;75007;7-22;"{""type"": ""Point"", ""coordinates"": [2.300206049292947, 48.858630655100406]}";48.8586306551, 2.30020604929
119;23;ECOLE ELEMENTAIRE;1 RUE GENERAL CAMOU;75007;7-23;"{""type"": ""Point"", ""coordinates"": [2.299859394888836, 48.85889065434008]}";48.8588906543, 2.29985939489
121;25;GYMNASE MUNICIPAL CAMOU;35 AVENUE DE LA BOURDONNAIS;75007;7-25;"{""type"": ""Point"", ""coordinates"": [2.299048990837725, 48.8585182629456]}";48.8585182629, 2.29904899084
122;1;MAIRIE D'ARRONDISSEMENT;3 RUE DE LISBONNE;75008;8-1;"{""type"": ""Point"", ""coordinates"": [2.317486478723445, 48.87775138401691]}";48.877751384, 2.31748647872
127;6;LYCEE CHAPTAL;12 RUE BERNOULLI;75008;8-6;"{""type"": ""Point"", ""coordinates"": [2.320400352646565, 48.88082331968143]}";48.8808233197, 2.32040035265
